Model,Price,Rating,Generation,Core,Ram_GB,SSD_GB,Display_Inches,Graphics,OS,Warranty
Acer Aspire 5 A515-58P Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),35999.0,,13th gen intel core i3 1305u,"5 cores (1p + 4e), 6 threads",8,512.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
HP 15s-EQ2084AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),51980.0,57.0,5th gen amd ryzen 7  5700u,"octa core, 16 threads",16,512.0,15.6,amd radeon amd,windows 11 os,1 year warranty
Lenovo IdeaPad Gaming 3 15IAH7 82S9017TIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),67990.0,61.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",16,512.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
Lenovo Ideapad Slim 5 82XF0078IN Laptop (13th Gen Core i7/ 16 GB RAM/ 1 TB SSD/ Win 11),87190.0,60.0,13th gen intel core i7 13700h,"14 cores (6p + 8e), 20 threads",16,1.0,16.0,intel iris xe graphics,windows 11 os,1 year warranty
Dell Inspiron 7430 14 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),56990.0,55.0,13th gen intel core i3 1315u,"hexa core (2p + 4e), 8 threads",8,512.0,14.0,intel uhd graphics,windows 11 os,1 year warranty
Lenovo IdeaPad Slim 5 14IAH8 83BF0043IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),64990.0,56.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",16,1.0,14.0,integrated intel uhd graphics,windows 11 os,1 year warranty
Lenovo Ideapad Slim 5 82XD006GIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1TB SSD/ Win 11),74190.0,53.0,13th gen intel core i5 13420h,"octa core (4p + 4e), 12 threads",16,1.0,14.0,integrated intel uhd graphics,windows 11 os,1 year warranty
Dell Latitude 3520 DLCK3520BL Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Ubuntu),35500.0,,11th gen intel core i3 1115g4,"dual core, 4 threads",8,512.0,15.6,intel uhd graphics,ubuntu os,1 year warranty
Dell Inspiron 3520 IN3520RVTGV001ORB1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),34990.0,,11th gen intel core i3 1115g4,"dual core, 4 threads",8,512.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
Lenovo Thinkpad E14 G4 21E3S00P00 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),67900.0,59.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",8,512.0,14.0,intel iris xe graphics,dos os,backlit keyboard
Lenovo IdeaPad Slim 3 82H803U0IN Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),31500.0,,11th gen intel core i3 1115g4,"dual core, 4 threads",8,256.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
MSI CreatorPro X17 HX A13VKS-249IN Laptop (13th Gen Core i9/ 64GB/ 4TB SSD/ Win11 Pro/ 12GB Graph),519990.0,,13th gen intel core i9 13980hx,"24 cores (8p + 16e), 32 threads",64,4.0,17.0,12 gb nvidia geforce rtx 3500 ada,windows 11 os,3 year warranty
Acer Aspire 3 15 A315-510P UN.KDHSI.019 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),31990.0,,intel core i3 n305,"octa core, 8 threads",8,512.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
Acer Aspire Lite 15 AL15-51 2023  Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win11),50000.0,61.0,11th gen intel core i5 1155g7,"quad core, 8 threads",16,1.0,15.6,intel iris xe graphics,windows 11 os,1 year warranty
Lenovo Thinkpad P16s 21BTS0DG00 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro),135999.0,69.0,12th gen intel core i7 1260p,"12 cores (4p + 8e), 16 threads",16,1.0,16.0,intel uhd graphics,windows 11 os,3 year warranty
Lenovo ThinkPad X1 Carbon 21HMS00000 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro),218990.0,64.0,13th gen intel core i7 1355u,"10 cores (2p + 8e), 12 threads",16,1.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
Avita Liber AM15A2INT56F Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),30834.0,,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",8,512.0,15.6,intel integrated graphics,windows 11 os,1 year warranty
Acer Aspire Lite AL15-52 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),45200.0,59.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",16,512.0,15.6,intel iris xe graphics,windows 11 os,1 year warranty
Acer Aspire Lite AL15-52 2023 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),42490.0,56.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",8,512.0,15.6,intel iris xe graphics,windows 11 os,1 year warranty
Avita Pura S101 Laptop (Celeron N4020/ 8GB/256GB SSD/ Win11 Home),19299.0,,intel celeron  n4020,"dual core, 2 threads",8,256.0,14.0,intel integrated uhd graphics,windows 11 os,1 year warranty
Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 36GB/ 512GB SSD/ macOS),289900.0,62.0,apple m3 pro,12 cores (6p + 6e),36,512.0,16.2,18 core gpu,mac os,1 year warranty
Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 1TB SSD/ macOS),176490.0,52.0,apple m3,octa core (4p + 4e),8,1.0,14.2,10 core gpu,mac os,1 year warranty
Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 1TB SSD/ macOS),224990.0,56.0,apple m3 pro,12 cores (6p + 6e),18,1.0,14.2,18 core gpu,mac os,1 year warranty
Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),230590.0,56.0,apple m3 pro,12 cores (6p + 6e),18,512.0,16.2,18 core gpu,mac os,1 year warranty
Apple MacBook Pro 14 2023 Laptop (Apple M3 Max/ 36GB/ 1TB SSD/ macOS),289690.0,63.0,apple m3 max,14 cores (10p + 4e),36,1.0,14.2,30 core gpu,mac os,1 year warranty
Acer Aspire 5 A515-57 NX.K3JSI.006 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),46990.0,60.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",8,512.0,15.6,intel iris xe graphic,windows 11 os,1 year warranty
HP 15s-fq2510tu Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),50790.0,60.0,11th gen intel core i5 1135g7,"quad core, 8 threads",16,512.0,15.6,intel iris xe graphics,windows 11 os,1 year warranty
Lenovo Yoga Slim 7i Carbon 13IRP8 83AY003CIN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),123190.0,64.0,13th gen intel core i7 1360p,"12 cores (4p + 8e), 16 threads",16,1.0,13.3,intel integrated iris xe,windows 11 os,1 year warranty
Lenovo Ideapad Gaming 3 15ARH7 82SB00QJIN Laptop  (AMD Ryzen 5 7535HS / 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),58900.0,64.0,7th gen amd ryzen 5 7535hs,"hexa core, 12 threads",8,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
Dell Inspiron 3520 IN3520P9K46002ORS1 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),36990.0,55.0,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",8,512.0,15.6,intel integrated uhd,windows 11 os,1 year warranty
Lenovo IdeaPad Gaming 3 Gen 6 82K2028QIN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),50390.0,62.0,5th gen amd ryzen 5 5500h,"quad core, 8 threads",8,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
Avita Pura S102 Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),20035.0,,intel celeron  n4020,"dual core, 2 threads",8,512.0,15.6,intel integrated uhd graphics,windows 11 os,1 year warranty
HP Spectre x360 14-ef2036TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),154999.0,66.0,13th gen intel core i7 1355u,"10 cores (2p + 8e), 12 threads",16,512.0,13.5,intel iris xe graphics,windows 11 os,1 year warranty
HP Omen 16-xd0005AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),106590.0,75.0,7th gen amd ryzen 7 7840hs,"octa core, 16 threads",16,1.0,16.1,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
HP ProBook 440 G9 821M3PA Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),79000.0,65.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",16,512.0,14.0,intel iris xe graphics,windows 11 os,1 year warranty
Dell Latitude 3540 Laptop (13th Gen Core i5/ 8GB/ 256GB SSD/ Win11 Pro),97300.0,52.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",8,256.0,15.6,intel graphics,windows 11 os,1 year warranty
Acer Aspire Lite AL15-51 15 2023 Laptop (11th Gen Core i5/ 8GB/ 1TB SSD/ Win11),44990.0,57.0,11th gen intel core i5 1155g7,"quad core, 8 threads",8,1.0,15.6,intel iris xe graphics,windows 11 os,1 year warranty
HP 15s-FR5012TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),38990.0,53.0,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",8,512.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
Lenovo S14 Gen 3 82TW000VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),48989.0,52.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",8,512.0,14.0,intel uhd graphics,dos os,3 year warranty
HP Victus 15-fa1134TX Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),94490.0,73.0,12th gen intel core i7 12650h,"10 cores (6p + 4e), 16 threads",16,512.0,15.6,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
Infinix INBook Y1 Plus 15 XL28 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),25990.0,50.0,10th gen intel core i5 1035g1,"quad core, 8 threads",8,512.0,15.6,intel integrated uhd,windows 11 os,1 year warranty
Microsoft Surface Laptop Go 3 XK1-00045 (12th Gen Core i5/ 8GB RAM/ 256 GB SSD/ Win 11),78990.0,53.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",8,256.0,12.4,intel iris xe graphics,windows 11 os,1 year warranty
Acer Aspire 5 A514-56M NX.KH6SI.001 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),59900.0,51.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",16,512.0,14.0,intel integrated iris xe,windows 11 os,1 year warranty
HP Victus 15-FA1098TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),58999.0,60.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",8,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
Acer Aspire Lite AL15-41 Laptop (AMD Ryzen 5 5500U/ 16GB/ 1TB SSD/ Win11),38790.0,57.0,5th gen amd ryzen 5 5500u,"hexa core, 12 threads",16,1.0,15.6,amd graphics,windows 11 os,1 year warranty
Dell Inspiron 7430 IC7430MH5K0M01ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),88990.0,61.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",8,512.0,14.0,intel integrated,windows 11 os,1 year warranty
Gigabyte G5 MF-E2IN313SHLaptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),72990.0,70.0,12th gen intel core i5 12500h,"12 cores (4p + 8e), 16 threads",8,512.0,15.6,6 gb nvidia geforce rtx 4050,windows 11 os,2 year warranty
HP Victus 15-fb1002AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),52850.0,65.0,7th gen amd ryzen 5 7535hs,"hexa core, 12 threads",8,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
HP Pavilion Plus ‎16-ab0456TX Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB Graphics),124999.0,72.0,13th gen intel core i7 13700h,"14 cores (6p + 8e), 20 threads",16,1.0,16.0,6 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
HP 15s-er2004AU Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11),50490.0,54.0,5th gen amd ryzen 7  5700u,"octa core, 16 threads",16,512.0,15.6,amd radeon,windows 11 os,1 year warranty
Lenovo IdeaPad Gaming 3 82K101LJIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),52400.0,65.0,11th gen intel core i5 11320h,"quad core, 8 threads",16,512.0,15.6,4 gb nvidia geforce gtx 1650,windows 11 os,1 year warranty
Dell Inspiron 3530 IN3530RMD8W001ORS1 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),66990.0,50.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",16,1.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
HP Omen 16-XD0007ax Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),103990.0,72.0,7th gen amd ryzen 7 7840hs,"octa core, 16 threads",16,1.0,16.1,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
Asus Vivobook Pro 15 OLED M6500QC-LK751WS Laptop (Ryzen 7 5800HS/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),76990.0,63.0,5th gen amd ryzen 7 5800hs,"octa core, 16 threads",16,1.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
MSI Vector GP68 HX 13VG-214IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),184990.0,77.0,13th gen intel core i7 13700hx,"16 cores (8p + 8e), 24 threads",16,1.0,16.0,8 gb nvidia geforce rtx 4070,windows 11 os,1 year warranty
Asus Vivobook Go 14 E1404FA-NK547WS Laptop (Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),43990.0,56.0,7th gen amd ryzen 5 7520u,"quad core, 8 threads",16,512.0,14.0,amd radeon amd,windows 11 os,1 year warranty
Lenovo Yoga 7 82YL008HIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),91190.0,68.0,13th gen intel core i5 1340p,"12 cores (4p + 8e), 16 threads",16,512.0,14.0,integrated intel iris xe graphics,windows 11 os,1 year warranty
Acer Aspire 3 A315-24P NX.KDESI.00B Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),32790.0,51.0,7th gen amd ryzen 5 7520u,"quad core, 8 threads",8,512.0,15.6,amd radeon amd,windows 11 os,1 year warranty
Asus Vivobook 15X OLED M3504YA-LK552WS Laptop (AMD Ryzen 5 7530U/ 16GB/ 1TB SSD/ Win11 Home),55990.0,61.0,7th gen amd ryzen 5 7530u,"hexa core, 12 threads",16,1.0,15.6,intel iris xe graphics,windows 11 os,1 year warranty
Lenovo Legion Slim 5 82Y9009JIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),132190.0,79.0,7th gen amd ryzen 7 7840hs,"octa core, 16 threads",16,1.0,16.0,8 gb nvidia geforce rtx 4060,windows 11 os,1 year warranty
Asus Vivobook 16 2023 X1605ZAB-MB342WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),40990.0,57.0,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",16,512.0,16.0,intel integrated uhd,windows 11 os,1 year warranty
MSI Thin GF63 11SC-1629IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),44990.0,61.0,11th gen intel core i5 11260h,"hexa core, 12 threads",16,512.0,15.6,4 gb nvidia geforce gtx 1650 max q,windows 11 os,2 year warranty
Asus Vivobook 15X OLED M3504YA-LK741WS Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),62950.0,62.0,7th gen amd ryzen 7  7730u,"octa core, 16 threads",16,512.0,15.6,integrated amd radeon graphics,windows 11 os,1 year warranty
Lenovo IdeaPad 3 15IAU7 82RK00WXIN Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),32990.0,53.0,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",8,256.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
Lenovo IdeaPad 1 15AMN7 82VG00ERIN Laptop (AMD Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),32290.0,51.0,7th gen amd ryzen 3 7320u,"quad core, 8 threads",8,512.0,15.6,amd radeon 610m,windows 11 os,1 year warranty
Asus BR1100CKA-GJ0746W Laptop (Celeron N4500/ 8GB/ 128GB SSD/ Win11 Home),16490.0,,intel celeron  n4500,dual core,8,128.0,11.6,intel uhd graphics,windows 11 os,1 year warranty
Asus Vivobook 16X K3605ZU-MB542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),75000.0,66.0,12th gen intel core i5 12450h,"octa core (4p + 4e), 12 threads",16,512.0,16.0,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
Asus Vivobook 16X K3605VU-MB541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),89990.0,64.0,13th gen intel core i5 13500h,"12 cores (4p + 8e), 16 threads",16,512.0,16.0,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
Lenovo IdeaPad Gaming 3 15IHU6 82K101R9IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),62999.0,63.0,11th gen intel core i5 11320h,"quad core, 8 threads",8,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
Asus Vivobook Go 14 E1404FA-NK543WS Laptop (Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),45890.0,53.0,7th gen amd ryzen 5 7520u,"quad core, 8 threads",16,512.0,14.0,amd radeon amd,windows 11 os,1 year warranty
HP 250 G9 7M657PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),33900.0,56.0,12th gen intel core i3 1215u,"hexa core (2p + 4e), 8 threads",8,512.0,15.6,intel integrated,windows 11 os,1 year warranty
Lenovo IdeaPad Gaming 3 82SB00V5IN Laptop (AMD Ryzen 7 6800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),66990.0,64.0,6th gen amd ryzen 7 6800h,"octa core, 16 threads",8,512.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
Acer Aspire Lite 15 2023 AL15-51 Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11),53499.0,60.0,11th gen intel core i7 1165g7,"quad core, 8 threads",16,1.0,15.6,intel iris xe graphics,windows 11 os,1 year warranty
Lenovo Yoga 7 82YL0095IN Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),91190.0,70.0,13th gen intel core i5 1340p,"12 cores (4p + 8e), 16 threads",16,1.0,14.0,integrated intel iris xe graphics,windows 11 os,1 year warranty
Asus Vivobook Pro 15 OLED M6500QC-LK741WS Laptop (Ryzen 7 5800HS/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),73990.0,60.0,5th gen amd ryzen 7 5800hs,"octa core, 16 threads",16,512.0,15.6,4 gb nvidia geforce rtx 3050,windows 11 os,1 year warranty
Acer Chromebook CB314-3H NX.K04SI.008 Laptop (Intel Celeron N4500/ 8GB/ 64GB SSD/ Chrome OS),22490.0,,intel celeron n4500,"dual core, 2 threads",8,64.0,14.0,intel integrated uhd,chrome os,1 year warranty
Asus Vivobook Go 14 E410KA-EK013W Laptop (Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home),23990.0,,intel   n4500,"dual core, 2 threads",8,256.0,14.0,intel integrated uhd,windows os,1 year warranty
Dell Inspiron 7430 2 in 1 2023 Laptop (13th Gen Core i3/ 8GB/ 256GB SSD/ Win11),54490.0,53.0,13th gen intel core i3 1315u,"hexa core (2p + 4e), 8 threads",8,256.0,14.0,intel uhd graphics,windows 11 os,1 year warranty
Lenovo IdeaPad Gaming 3 15ACH6 82K20289IN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),48490.0,59.0,5th gen amd ryzen 5 5500h,"quad core, 8 threads",8,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
Ultimus Pro NU14U3INC43BN-CS Laptop (Celeron N4020/ 4GB/ 128GB SSD/ Win11 Home),13990.0,,intel celeron  n4020,"dual core, 2 threads",4,128.0,14.1,intel integrated uhd graphics,windows 11 os,1 year warranty
Dell Inspiron 3520 IN3520KTMFJS01ORS1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),36490.0,54.0,11th gen intel core i3 1115g4,"dual core, 4 threads",8,512.0,15.6,intel uhd graphics,windows 11 os,1 year warranty
Zebronics Pro Series Z ZEB-NBC 4S 2023 Laptop (12th Gen Core i5 / 8GB/ 512GB SSD/ Win11 Home),31990.0,62.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",8,512.0,15.6,intel integrated,windows 11 os,1 year warranty
HP Omen 17-ck2011TX Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),339999.0,,13th gen intel core i9 13900hx,"24 cores (8p + 16e), 32 threads",32,1.0,17.3,16 gb nvidia geforce rtx 4090,windows 11  os,1 year warranty
Primebook PBMTWIFI11064 Wi-Fi Laptop (MediaTek MT8183/ 4GB/ 64B eMMC/ Prime OS),11990.0,,mediatek mt8183,octa core,4,64.0,11.6,arm mali g72,1 year warranty,2 usb 3.0 ports
Acer Nitro V ANV15-51 UN.QNASI.002 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),65990.0,60.0,13th gen intel core i5 13420h,"octa core (4p + 4e), 12 threads",16,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
Acer One 11 Z8-284 UN.013SI.032 Laptop ( Intel Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home),19990.0,,intel celeron n4500,"dual core, 2 threads",8,256.0,11.6,intel integrated uhd,windows 11 os,1 year warranty
Zebronics ZEB-NBC 5S Laptop (12th Gen Core i7 / 16GB/ 512GB SSD/ Win11 Home),40990.0,66.0,12th gen intel core i7 1255u,"10 cores (2p + 8e), 12 threads",16,512.0,15.6,intel integrated,windows 11 os,1 year warranty
HP 15s-fy5007TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),49990.0,57.0,12th gen intel core i5 1235u,"10 cores (2p + 8e), 12 threads",8,512.0,15.6,intel integrated uhd,windows 11 os,1 year warranty
Acer Nitro V ANV15-51 NH.QNASI.001 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),63990.0,59.0,13th gen intel core i5 13420h,"octa core (4p + 4e), 12 threads",8,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
Ultimus Lite NU14U4INC54BN-CS Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),15990.0,,intel celeron  n4020,"dual core, 2 threads",8,256.0,14.1,intel integrated uhd graphics,windows 11 os,1 year warranty
HP Pavilion Plus ‎14-ey0789AU Laptop (AMD Ryzen 7 7840H/ 16GB/ 1TB SSD/ Win 11),88990.0,69.0,7th gen amd ryzen 7 7840h,"octa core, 16 threads",16,1.0,14.0,amd radeon 780m graphics,windows 11 os,1 year warranty
HP Omen 17-cm2002TX Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),151990.0,75.0,13th gen intel core i7 13700hx,"16 cores (8p + 8e), 24 threads",16,512.0,17.3,8 gb nvidia geforce rtx 4060,windows 11 os,1 year warranty
HP Omen 16-u0022TX Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),161445.0,74.0,13th gen intel core i7 13700hx,"16 cores (8p + 8e), 24 threads",16,512.0,16.1,6 gb nvidia geforce rtx 4050,windows 11 os,1 year warranty
Lenovo Yoga Slim 6 14IRH8 83E00015IN Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),80990.0,54.0,13th gen intel core i5 13500h,"12 cores (4p + 8e), 16 threads",16,1.0,14.0,intel integrated iris xe,windows 11 os,1 year warranty
Lenovo Yoga Slim 6 83E00006IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),80190.0,53.0,13th gen intel core i5 13500h,"12 cores (4p + 8e), 16 threads",16,512.0,14.0,intel integrated iris xe,windows 11 os,1 year warranty
Lenovo IdeaPad Pro 5 83AQ005SIN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),109190.0,60.0,13th gen intel core i7 13700h,"14 cores (6p + 8e), 20 threads",16,1.0,16.0,6 gb nvidia geforce rtx 3050,windows 11  os,3 year warranty
Lenovo IdeaPad Gaming 3 82K2027CIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),51990.0,62.0,5th gen amd ryzen 5 5600h,"hexa core, 12 threads",8,512.0,15.6,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
Asus TUF Gaming F17 FX706HF-HX019W Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),64990.0,62.0,11th gen intel core i5 11400h,"hexa core, 12 threads",16,512.0,17.3,4 gb nvidia geforce rtx 2050,windows 11 os,1 year warranty
Lenovo IdeaPad Flex 5 14IRU8 82Y00051IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),73990.0,60.0,13th gen intel core i5 1335u,"10 cores (2p + 8e), 12 threads",16,512.0,14.0,intel integrated iris xe,windows 11 os,1 year warranty
Lenovo IdeaPad 1 15ALC7 82R400BSIN Laptop (AMD Ryzen 5 5500U / 8GB/ 512GB SSD/ Win11 Home),37990.0,52.0,5th gen amd ryzen 5  5500u,"hexa core, 12 threads",8,512.0,15.6,amd radeon,windows 11 os,1 year warranty
Acer One 11 Z8-284 UN.013SI.033 Laptop ( Intel Celeron N4500/ 8GB/ 128GB SSD/ Win11 Home),17990.0,,intel celeron n4500,"dual core, 2 threads",8,128.0,11.6,intel integrated uhd,windows 11 os,1 year warranty
